Branch Name,Supplier Name,Received At,Inventory Item Name,UOM,Quantity,Cost Per Unit,Batch Number,Expiry Date,Invoice Number,Notes
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-23,Chocolate Bar Dark 100g,Unit,136,1.84,BATCH-34555,,INV-891811,
Eastgate Shopping Center,Express Distribution Co.,2025-11-08,Chocolate Bar Dark 100g,Unit,194,1.83,BATCH-84708,,INV-208606,Rush delivery
South Bay Store,Premium Grocers Supply,2025-12-04,Chocolate Bar Dark 100g,Unit,157,1.93,BATCH-35696,,INV-463313,
Northpoint Outlet,Premium Grocers Supply,2026-01-24,Gummy Bears 200g,Unit,139,2.58,BATCH-40718,,INV-634018,Seasonal inventory
Northpoint Outlet,FreshFarm Wholesale Co.,2025-11-28,Gummy Bears 200g,Unit,56,2.75,BATCH-40319,,INV-800969,Promotional stock
South Bay Store,Regional Supply Chain,2026-01-27,Gummy Bears 200g,Unit,83,2.75,BATCH-74968,,INV-837596,
South Bay Store,Bulk Foods Warehouse,2025-12-02,Gummy Bears 200g,Unit,141,2.7,BATCH-16288,,INV-925386,Seasonal inventory
Eastgate Shopping Center,Mega Suppliers Inc.,2026-01-16,Gummy Bears 200g,Unit,104,2.59,BATCH-29098,,INV-522646,
Eastgate Shopping Center,Express Distribution Co.,2025-12-14,Gummy Bears 200g,Unit,46,2.46,BATCH-57457,,INV-638445,Promotional stock
Downtown Main Store,FreshFarm Wholesale Co.,2025-11-10,Gummy Bears 200g,Unit,90,2.21,BATCH-84639,,INV-848915,
Downtown Main Store,Global Food Distributors,2025-11-22,Gummy Bears 200g,Unit,99,2.37,BATCH-88026,,INV-919477,
Downtown Main Store,FreshFarm Wholesale Co.,2026-01-31,Gummy Bears 200g,Unit,119,2.25,BATCH-77117,,INV-453813,Seasonal inventory
Downtown Main Store,Bulk Foods Warehouse,2026-02-01,Popcorn Kernels 500g,Unit,42,3.03,BATCH-97717,,INV-895509,Promotional stock
Downtown Main Store,Regional Supply Chain,2025-12-26,Popcorn Kernels 500g,Unit,66,3.73,BATCH-78230,,INV-993757,Quality checked and approved
Westside Mall Branch,Global Food Distributors,2025-11-22,Popcorn Kernels 500g,Unit,92,3.73,BATCH-24298,,INV-269951,Rush delivery
Westside Mall Branch,Bulk Foods Warehouse,2026-01-28,Popcorn Kernels 500g,Unit,74,3.9,BATCH-39709,,INV-672100,Seasonal inventory
Northpoint Outlet,Mega Suppliers Inc.,2026-01-05,Popcorn Kernels 500g,Unit,39,3.5,BATCH-68623,,INV-479859,Seasonal inventory
Northpoint Outlet,Premium Grocers Supply,2025-11-15,Popcorn Kernels 500g,Unit,58,3.82,BATCH-70708,,INV-728102,
South Bay Store,Prime Importers,2026-01-24,Popcorn Kernels 500g,Unit,104,3.53,BATCH-28318,,INV-791841,
South Bay Store,Regional Supply Chain,2026-01-09,Popcorn Kernels 500g,Unit,85,3.47,BATCH-87552,,INV-127920,Promotional stock
South Bay Store,Global Food Distributors,2025-11-21,Protein Bar Chocolate 60g,Unit,139,1.78,BATCH-71360,,INV-812772,
Northpoint Outlet,Prime Importers,2026-01-01,Protein Bar Chocolate 60g,Unit,84,1.8,BATCH-54100,,INV-290170,Seasonal inventory
Northpoint Outlet,Regional Supply Chain,2025-12-01,Protein Bar Chocolate 60g,Unit,76,1.56,BATCH-91777,,INV-231639,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-05,Protein Bar Chocolate 60g,Unit,124,1.73,BATCH-56942,,INV-274386,
Eastgate Shopping Center,Regional Supply Chain,2026-01-20,Protein Bar Chocolate 60g,Unit,135,1.77,BATCH-20475,,INV-150924,
Downtown Main Store,Prime Importers,2025-11-14,Salsa Mild 500g,Unit,59,3.38,BATCH-18843,,INV-228568,Seasonal inventory
Downtown Main Store,Express Distribution Co.,2026-01-07,Salsa Mild 500g,Unit,48,3.41,BATCH-62083,,INV-617713,Seasonal inventory
Northpoint Outlet,Global Food Distributors,2025-11-25,Salsa Mild 500g,Unit,26,3.6,BATCH-85432,,INV-907860,
Westside Mall Branch,Express Distribution Co.,2025-11-15,Salsa Mild 500g,Unit,81,3.28,BATCH-95615,,INV-819321,
Westside Mall Branch,Express Distribution Co.,2025-11-09,Salsa Mild 500g,Unit,54,3.8,BATCH-13807,,INV-953763,
South Bay Store,FreshFarm Wholesale Co.,2026-01-26,Salsa Mild 500g,Unit,58,3.47,BATCH-93295,,INV-301664,
Westside Mall Branch,Prime Importers,2025-12-14,Ketchup 500ml,Unit,73,2.27,BATCH-43865,,INV-818014,Rush delivery
Westside Mall Branch,Mega Suppliers Inc.,2025-12-18,Ketchup 500ml,Unit,54,2.53,BATCH-21070,,INV-350792,
Westside Mall Branch,Prime Importers,2026-01-15,Ketchup 500ml,Unit,73,2.72,BATCH-60566,,INV-654229,
Northpoint Outlet,Global Food Distributors,2026-01-22,Ketchup 500ml,Unit,125,2.74,BATCH-50297,,INV-182139,Rush delivery
Northpoint Outlet,Bulk Foods Warehouse,2025-11-06,Ketchup 500ml,Unit,96,2.1,BATCH-37337,,INV-667481,
Northpoint Outlet,Premium Grocers Supply,2025-11-15,Ketchup 500ml,Unit,125,2.11,BATCH-91737,,INV-696918,
Downtown Main Store,Mega Suppliers Inc.,2026-01-11,Ketchup 500ml,Unit,115,2.35,BATCH-13833,,INV-372618,
Downtown Main Store,Eco-Friendly Suppliers,2026-01-27,Ketchup 500ml,Unit,66,2.47,BATCH-23267,,INV-845239,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2026-01-21,Ketchup 500ml,Unit,64,2.18,BATCH-59714,,INV-507095,
Downtown Main Store,Premium Grocers Supply,2025-12-19,Mustard Yellow 350g,Unit,79,1.8,BATCH-14522,,INV-557088,
South Bay Store,Regional Supply Chain,2026-01-24,Mustard Yellow 350g,Unit,80,2.05,BATCH-83772,,INV-818068,
South Bay Store,FreshFarm Wholesale Co.,2026-01-18,Mustard Yellow 350g,Unit,40,1.85,BATCH-61527,,INV-170786,Promotional stock
South Bay Store,Regional Supply Chain,2026-01-10,Mustard Yellow 350g,Unit,49,2.38,BATCH-30407,,INV-769624,
Westside Mall Branch,Global Food Distributors,2026-01-21,Mustard Yellow 350g,Unit,65,2.01,BATCH-61413,,INV-748205,
Westside Mall Branch,Bulk Foods Warehouse,2026-01-09,Mustard Yellow 350g,Unit,96,2.15,BATCH-32329,,INV-168194,Quality checked and approved
Eastgate Shopping Center,Prime Importers,2026-01-02,Mustard Yellow 350g,Unit,54,2.17,BATCH-93519,,INV-120544,
Eastgate Shopping Center,Prime Importers,2025-11-07,Mustard Yellow 350g,Unit,79,1.93,BATCH-71556,,INV-134947,Quality checked and approved
Northpoint Outlet,Bulk Foods Warehouse,2025-11-23,Mustard Yellow 350g,Unit,62,1.84,BATCH-80326,,INV-186260,
South Bay Store,Global Food Distributors,2025-12-13,Mayonnaise 500ml,Unit,49,3.21,BATCH-61815,,INV-632173,Seasonal inventory
South Bay Store,FreshFarm Wholesale Co.,2026-01-12,Mayonnaise 500ml,Unit,34,3.27,BATCH-90104,,INV-310633,
Northpoint Outlet,Quality Foods Ltd.,2026-02-02,Mayonnaise 500ml,Unit,98,3.38,BATCH-58173,,INV-505534,
Northpoint Outlet,Mega Suppliers Inc.,2025-11-07,Mayonnaise 500ml,Unit,58,2.72,BATCH-41865,,INV-427670,Quality checked and approved
Northpoint Outlet,Regional Supply Chain,2026-01-11,Mayonnaise 500ml,Unit,74,3.12,BATCH-70506,,INV-708242,
Eastgate Shopping Center,Global Food Distributors,2025-11-30,Mayonnaise 500ml,Unit,99,3.57,BATCH-58743,,INV-317889,Promotional stock
Downtown Main Store,Global Food Distributors,2025-12-04,Soy Sauce 500ml,Unit,83,2.61,BATCH-54279,,INV-628413,
Downtown Main Store,Global Food Distributors,2025-11-26,Soy Sauce 500ml,Unit,27,2.7,BATCH-21787,,INV-366984,
Downtown Main Store,Eco-Friendly Suppliers,2025-11-17,Soy Sauce 500ml,Unit,43,2.58,BATCH-39406,,INV-249385,Seasonal inventory
Eastgate Shopping Center,Mega Suppliers Inc.,2026-01-06,Soy Sauce 500ml,Unit,27,2.7,BATCH-48500,,INV-487824,
Eastgate Shopping Center,Regional Supply Chain,2025-12-29,Soy Sauce 500ml,Unit,49,3.03,BATCH-89038,,INV-921080,Rush delivery
Eastgate Shopping Center,Regional Supply Chain,2025-11-05,Soy Sauce 500ml,Unit,54,2.74,BATCH-76054,,INV-949711,
South Bay Store,Quality Foods Ltd.,2026-01-12,Soy Sauce 500ml,Unit,30,2.79,BATCH-15215,,INV-936464,Promotional stock
South Bay Store,Mega Suppliers Inc.,2026-01-12,Soy Sauce 500ml,Unit,36,2.59,BATCH-98427,,INV-966762,
South Bay Store,Prime Importers,2025-11-11,Soy Sauce 500ml,Unit,58,2.92,BATCH-77492,,INV-584455,Rush delivery
Westside Mall Branch,Bulk Foods Warehouse,2025-11-23,Soy Sauce 500ml,Unit,56,2.49,BATCH-12037,,INV-362870,Rush delivery
Westside Mall Branch,Quality Foods Ltd.,2025-11-09,Soy Sauce 500ml,Unit,59,2.47,BATCH-25859,,INV-908952,
Westside Mall Branch,Premium Grocers Supply,2026-01-07,Soy Sauce 500ml,Unit,73,2.75,BATCH-68873,,INV-858885,
Eastgate Shopping Center,Regional Supply Chain,2026-01-23,Hot Sauce 150ml,Unit,46,3.99,BATCH-15064,,INV-610093,Rush delivery
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-12-17,Hot Sauce 150ml,Unit,43,4.13,BATCH-75084,,INV-180531,
Eastgate Shopping Center,Mega Suppliers Inc.,2026-01-11,Hot Sauce 150ml,Unit,30,3.96,BATCH-58573,,INV-942347,
Westside Mall Branch,Express Distribution Co.,2025-12-31,Hot Sauce 150ml,Unit,31,4.23,BATCH-13027,,INV-827442,Rush delivery
Westside Mall Branch,Mega Suppliers Inc.,2025-12-15,Hot Sauce 150ml,Unit,26,4.24,BATCH-48124,,INV-431250,
Northpoint Outlet,Regional Supply Chain,2025-12-09,Hot Sauce 150ml,Unit,38,3.4,BATCH-95611,,INV-433139,Promotional stock
Northpoint Outlet,Regional Supply Chain,2025-12-03,Hot Sauce 150ml,Unit,70,3.68,BATCH-98740,,INV-613907,Quality checked and approved
South Bay Store,Express Distribution Co.,2025-11-28,Ice Cream Vanilla 1L,Unit,61,5.23,BATCH-29678,,INV-364853,Quality checked and approved
South Bay Store,Eco-Friendly Suppliers,2025-12-02,Ice Cream Vanilla 1L,Unit,90,4.84,BATCH-60872,,INV-120777,Rush delivery
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-15,Ice Cream Vanilla 1L,Unit,66,4.83,BATCH-91945,,INV-640227,
Eastgate Shopping Center,Global Food Distributors,2025-11-15,Ice Cream Vanilla 1L,Unit,52,6.32,BATCH-48463,,INV-540555,
Westside Mall Branch,Quality Foods Ltd.,2025-12-20,Ice Cream Vanilla 1L,Unit,100,5.44,BATCH-77830,,INV-165975,
Westside Mall Branch,Quality Foods Ltd.,2025-11-11,Ice Cream Vanilla 1L,Unit,65,5.15,BATCH-82366,,INV-751597,Promotional stock
Westside Mall Branch,Regional Supply Chain,2026-01-11,Ice Cream Vanilla 1L,Unit,61,5.61,BATCH-76981,,INV-667930,
Eastgate Shopping Center,Regional Supply Chain,2025-12-14,Ice Cream Chocolate 1L,Unit,46,5.96,BATCH-91503,,INV-465560,Quality checked and approved
Westside Mall Branch,Premium Grocers Supply,2025-12-07,Ice Cream Chocolate 1L,Unit,84,5.97,BATCH-59599,,INV-191996,Seasonal inventory
Westside Mall Branch,Express Distribution Co.,2025-12-31,Ice Cream Chocolate 1L,Unit,76,5.07,BATCH-97931,,INV-577315,
Westside Mall Branch,Mega Suppliers Inc.,2026-02-01,Ice Cream Chocolate 1L,Unit,52,6.03,BATCH-71168,,INV-743426,Seasonal inventory
Downtown Main Store,Regional Supply Chain,2026-01-02,Ice Cream Chocolate 1L,Unit,71,5.26,BATCH-78820,,INV-341747,
Downtown Main Store,Mega Suppliers Inc.,2026-01-06,Ice Cream Chocolate 1L,Unit,96,5.07,BATCH-77207,,INV-156870,
Eastgate Shopping Center,Mega Suppliers Inc.,2025-12-21,Frozen Pizza Margherita,Unit,63,6.01,BATCH-19170,,INV-121410,Seasonal inventory
Westside Mall Branch,Mega Suppliers Inc.,2026-01-14,Frozen Pizza Margherita,Unit,35,6.56,BATCH-61971,,INV-655113,Seasonal inventory
Westside Mall Branch,FreshFarm Wholesale Co.,2025-12-15,Frozen Pizza Margherita,Unit,73,6.33,BATCH-34619,,INV-974962,Seasonal inventory
Westside Mall Branch,Quality Foods Ltd.,2026-01-08,Frozen Pizza Margherita,Unit,32,6.67,BATCH-75788,,INV-394399,Rush delivery
South Bay Store,Global Food Distributors,2025-12-16,Frozen Pizza Margherita,Unit,34,5.54,BATCH-67764,,INV-472444,Rush delivery
Downtown Main Store,Eco-Friendly Suppliers,2025-12-17,Frozen Pizza Margherita,Unit,73,6.87,BATCH-92210,,INV-361799,
Downtown Main Store,FreshFarm Wholesale Co.,2026-01-07,Frozen Pizza Margherita,Unit,83,6.79,BATCH-70294,,INV-619893,
Northpoint Outlet,Quality Foods Ltd.,2025-12-28,Frozen Pizza Margherita,Unit,65,5.97,BATCH-46009,,INV-138336,Seasonal inventory
Northpoint Outlet,Regional Supply Chain,2025-11-21,Frozen Vegetables Mix 1kg,Unit,64,4.37,BATCH-57004,,INV-701085,Seasonal inventory
Northpoint Outlet,Mega Suppliers Inc.,2025-11-11,Frozen Vegetables Mix 1kg,Unit,115,4.11,BATCH-97101,,INV-357548,Seasonal inventory
South Bay Store,Premium Grocers Supply,2025-12-28,Frozen Vegetables Mix 1kg,Unit,68,3.88,BATCH-73148,,INV-466577,
South Bay Store,Eco-Friendly Suppliers,2025-11-28,Frozen Vegetables Mix 1kg,Unit,117,4.26,BATCH-41497,,INV-581381,Promotional stock
South Bay Store,Prime Importers,2025-12-25,Frozen Vegetables Mix 1kg,Unit,70,4.4,BATCH-21879,,INV-457413,Seasonal inventory
Downtown Main Store,Premium Grocers Supply,2025-11-17,Frozen Vegetables Mix 1kg,Unit,103,4.29,BATCH-31898,,INV-478725,Promotional stock
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-27,Frozen Vegetables Mix 1kg,Unit,51,3.69,BATCH-17906,,INV-551533,
Eastgate Shopping Center,Global Food Distributors,2025-12-06,Frozen Vegetables Mix 1kg,Unit,84,4.67,BATCH-15517,,INV-140084,Quality checked and approved
Westside Mall Branch,Mega Suppliers Inc.,2025-11-13,Frozen Vegetables Mix 1kg,Unit,110,4.28,BATCH-73275,,INV-547388,
Westside Mall Branch,Regional Supply Chain,2026-01-12,Frozen Vegetables Mix 1kg,Unit,57,4.62,BATCH-86953,,INV-565971,Promotional stock
South Bay Store,Express Distribution Co.,2026-01-20,Frozen French Fries 1kg,Unit,137,3.26,BATCH-81885,,INV-477229,Seasonal inventory
South Bay Store,Regional Supply Chain,2025-12-02,Frozen French Fries 1kg,Unit,127,3.77,BATCH-24146,,INV-906792,
Downtown Main Store,Quality Foods Ltd.,2026-01-04,Frozen French Fries 1kg,Unit,40,3.34,BATCH-96329,,INV-114805,
Downtown Main Store,Mega Suppliers Inc.,2026-01-11,Frozen French Fries 1kg,Unit,78,3.01,BATCH-31684,,INV-671025,Promotional stock
Downtown Main Store,Quality Foods Ltd.,2026-01-19,Frozen French Fries 1kg,Unit,49,3.72,BATCH-30838,,INV-520080,
Westside Mall Branch,Regional Supply Chain,2025-12-05,Frozen French Fries 1kg,Unit,137,3.59,BATCH-60099,,INV-686891,
Northpoint Outlet,Premium Grocers Supply,2026-01-04,Chicken Nuggets 500g,Unit,60,7.64,BATCH-13730,,INV-135599,Rush delivery
Northpoint Outlet,Global Food Distributors,2025-12-18,Chicken Nuggets 500g,Unit,81,6.76,BATCH-68674,,INV-833689,
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-09,Chicken Nuggets 500g,Unit,101,7.04,BATCH-35667,,INV-220888,
Downtown Main Store,Quality Foods Ltd.,2025-12-02,Chicken Nuggets 500g,Unit,38,7.81,BATCH-37736,,INV-683279,Seasonal inventory
Eastgate Shopping Center,Quality Foods Ltd.,2025-11-14,Chicken Nuggets 500g,Unit,97,6.97,BATCH-42720,,INV-287348,Rush delivery
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-12-10,Chicken Nuggets 500g,Unit,95,7.25,BATCH-15180,,INV-736646,
Eastgate Shopping Center,Global Food Distributors,2026-01-09,Chicken Nuggets 500g,Unit,77,6.86,BATCH-31201,,INV-658419,Rush delivery
Westside Mall Branch,Bulk Foods Warehouse,2026-01-29,Laundry Detergent 2L,Unit,43,9.73,BATCH-75545,,INV-592305,Promotional stock
Downtown Main Store,Mega Suppliers Inc.,2025-12-02,Laundry Detergent 2L,Unit,81,8.68,BATCH-81540,,INV-322540,Quality checked and approved
Downtown Main Store,Quality Foods Ltd.,2025-11-17,Laundry Detergent 2L,Unit,59,8.81,BATCH-44031,,INV-729173,Rush delivery
Downtown Main Store,Mega Suppliers Inc.,2025-12-04,Laundry Detergent 2L,Unit,66,7.86,BATCH-94802,,INV-297032,
South Bay Store,FreshFarm Wholesale Co.,2025-12-16,Laundry Detergent 2L,Unit,66,9.73,BATCH-60089,,INV-932578,
South Bay Store,Eco-Friendly Suppliers,2025-11-11,Laundry Detergent 2L,Unit,44,9.58,BATCH-30589,,INV-904694,
Northpoint Outlet,Express Distribution Co.,2025-12-05,Dish Soap 750ml,Unit,95,2.94,BATCH-40922,,INV-636548,Quality checked and approved
Northpoint Outlet,Eco-Friendly Suppliers,2026-01-03,Dish Soap 750ml,Unit,61,3.02,BATCH-11513,,INV-291291,Rush delivery
Westside Mall Branch,Premium Grocers Supply,2025-11-21,Dish Soap 750ml,Unit,98,3.04,BATCH-70635,,INV-846602,
Westside Mall Branch,Bulk Foods Warehouse,2025-12-02,Dish Soap 750ml,Unit,75,3.17,BATCH-35748,,INV-797946,Seasonal inventory
South Bay Store,Regional Supply Chain,2025-11-09,Dish Soap 750ml,Unit,33,2.73,BATCH-52407,,INV-256517,Seasonal inventory
South Bay Store,Regional Supply Chain,2025-12-26,Dish Soap 750ml,Unit,62,2.96,BATCH-71358,,INV-581268,Seasonal inventory
Downtown Main Store,Global Food Distributors,2025-11-12,Dish Soap 750ml,Unit,40,2.5,BATCH-49889,,INV-205569,
Downtown Main Store,Express Distribution Co.,2025-12-28,Dish Soap 750ml,Unit,96,3.06,BATCH-14904,,INV-765146,Quality checked and approved
Northpoint Outlet,Mega Suppliers Inc.,2026-01-24,All-Purpose Cleaner 1L,Unit,50,3.77,BATCH-84925,,INV-930901,
Northpoint Outlet,Mega Suppliers Inc.,2025-12-12,All-Purpose Cleaner 1L,Unit,46,4.34,BATCH-97158,,INV-336724,Rush delivery
Northpoint Outlet,Eco-Friendly Suppliers,2025-12-25,All-Purpose Cleaner 1L,Unit,61,3.84,BATCH-95760,,INV-193488,Seasonal inventory
Eastgate Shopping Center,Premium Grocers Supply,2025-12-14,All-Purpose Cleaner 1L,Unit,81,4.08,BATCH-27324,,INV-868078,Rush delivery
Eastgate Shopping Center,Bulk Foods Warehouse,2025-12-05,All-Purpose Cleaner 1L,Unit,29,3.88,BATCH-69957,,INV-111284,
Eastgate Shopping Center,Prime Importers,2026-01-23,All-Purpose Cleaner 1L,Unit,72,3.89,BATCH-90605,,INV-555769,Seasonal inventory
Westside Mall Branch,FreshFarm Wholesale Co.,2025-11-09,All-Purpose Cleaner 1L,Unit,68,3.48,BATCH-21695,,INV-472132,Quality checked and approved
Downtown Main Store,Mega Suppliers Inc.,2025-11-11,All-Purpose Cleaner 1L,Unit,81,4.22,BATCH-23118,,INV-329477,
Downtown Main Store,Premium Grocers Supply,2026-01-24,All-Purpose Cleaner 1L,Unit,53,3.79,BATCH-29397,,INV-352028,Quality checked and approved
South Bay Store,Eco-Friendly Suppliers,2026-01-16,All-Purpose Cleaner 1L,Unit,42,3.91,BATCH-70609,,INV-608067,
South Bay Store,Bulk Foods Warehouse,2025-11-26,All-Purpose Cleaner 1L,Unit,37,3.6,BATCH-37756,,INV-970370,Seasonal inventory
South Bay Store,Global Food Distributors,2026-01-16,Paper Towels 6-Pack,Unit,113,5.46,BATCH-17334,,INV-970613,Seasonal inventory
South Bay Store,Eco-Friendly Suppliers,2025-11-30,Paper Towels 6-Pack,Unit,110,6.41,BATCH-90186,,INV-751739,Quality checked and approved
South Bay Store,Premium Grocers Supply,2025-11-11,Paper Towels 6-Pack,Unit,51,7.08,BATCH-59051,,INV-919605,
Northpoint Outlet,Premium Grocers Supply,2025-11-27,Paper Towels 6-Pack,Unit,95,6.64,BATCH-19758,,INV-118736,Quality checked and approved
Northpoint Outlet,Regional Supply Chain,2025-12-08,Paper Towels 6-Pack,Unit,57,5.52,BATCH-50800,,INV-251223,
Eastgate Shopping Center,Quality Foods Ltd.,2026-01-27,Paper Towels 6-Pack,Unit,135,6.75,BATCH-71259,,INV-804268,
Westside Mall Branch,Quality Foods Ltd.,2025-11-14,Paper Towels 6-Pack,Unit,101,6.36,BATCH-81970,,INV-663246,
Westside Mall Branch,Prime Importers,2025-12-12,Paper Towels 6-Pack,Unit,56,6.61,BATCH-97824,,INV-472409,Quality checked and approved
Westside Mall Branch,Eco-Friendly Suppliers,2025-11-13,Paper Towels 6-Pack,Unit,86,5.73,BATCH-67382,,INV-356110,
Downtown Main Store,Prime Importers,2025-11-20,Paper Towels 6-Pack,Unit,107,5.63,BATCH-97989,,INV-574348,Seasonal inventory
Downtown Main Store,Premium Grocers Supply,2026-01-10,Paper Towels 6-Pack,Unit,97,6.79,BATCH-20078,,INV-424469,Promotional stock
Downtown Main Store,Express Distribution Co.,2026-01-25,Paper Towels 6-Pack,Unit,92,6.68,BATCH-98232,,INV-888515,
Northpoint Outlet,Eco-Friendly Suppliers,2026-01-05,Toilet Paper 12-Pack,Unit,113,8.49,BATCH-78745,,INV-419805,Rush delivery
Northpoint Outlet,Bulk Foods Warehouse,2026-01-19,Toilet Paper 12-Pack,Unit,169,8.9,BATCH-57525,,INV-747259,Promotional stock
Northpoint Outlet,Global Food Distributors,2025-11-25,Toilet Paper 12-Pack,Unit,68,8.81,BATCH-43260,,INV-361309,Promotional stock
South Bay Store,Express Distribution Co.,2025-11-05,Toilet Paper 12-Pack,Unit,137,9.06,BATCH-38941,,INV-705865,
South Bay Store,Quality Foods Ltd.,2026-01-31,Toilet Paper 12-Pack,Unit,55,8.41,BATCH-94022,,INV-184561,Seasonal inventory
South Bay Store,Bulk Foods Warehouse,2026-01-26,Toilet Paper 12-Pack,Unit,110,8.01,BATCH-22222,,INV-482201,Rush delivery
Westside Mall Branch,Global Food Distributors,2026-01-07,Toilet Paper 12-Pack,Unit,117,7.82,BATCH-83750,,INV-599786,Promotional stock
Eastgate Shopping Center,Eco-Friendly Suppliers,2025-11-11,Toilet Paper 12-Pack,Unit,172,9.71,BATCH-35517,,INV-391602,
Downtown Main Store,FreshFarm Wholesale Co.,2025-12-13,Trash Bags 30-Pack,Unit,110,7.57,BATCH-33413,,INV-472184,Seasonal inventory
Westside Mall Branch,Regional Supply Chain,2025-12-17,Trash Bags 30-Pack,Unit,56,6.31,BATCH-82739,,INV-208824,Quality checked and approved
Westside Mall Branch,Prime Importers,2025-12-01,Trash Bags 30-Pack,Unit,88,6.08,BATCH-60817,,INV-615188,Promotional stock
Westside Mall Branch,Global Food Distributors,2026-01-14,Trash Bags 30-Pack,Unit,54,7.92,BATCH-67217,,INV-564114,
South Bay Store,Mega Suppliers Inc.,2025-11-12,Trash Bags 30-Pack,Unit,90,7.5,BATCH-98892,,INV-557469,Seasonal inventory
South Bay Store,Regional Supply Chain,2026-01-15,Trash Bags 30-Pack,Unit,40,6.44,BATCH-68080,,INV-771946,
South Bay Store,Mega Suppliers Inc.,2026-01-02,Trash Bags 30-Pack,Unit,53,7.65,BATCH-63118,,INV-980325,
Eastgate Shopping Center,Premium Grocers Supply,2026-01-18,Trash Bags 30-Pack,Unit,90,6.25,BATCH-72825,,INV-121061,
Eastgate Shopping Center,Bulk Foods Warehouse,2026-01-29,Trash Bags 30-Pack,Unit,118,6.26,BATCH-65249,,INV-678697,Seasonal inventory
Eastgate Shopping Center,Global Food Distributors,2026-01-01,Trash Bags 30-Pack,Unit,59,7.49,BATCH-78087,,INV-337120,Seasonal inventory
Northpoint Outlet,Prime Importers,2025-12-16,Trash Bags 30-Pack,Unit,53,6.43,BATCH-59828,,INV-725948,Seasonal inventory
Northpoint Outlet,Prime Importers,2026-01-29,Trash Bags 30-Pack,Unit,111,7.15,BATCH-23854,,INV-560134,
Northpoint Outlet,Mega Suppliers Inc.,2025-11-19,Trash Bags 30-Pack,Unit,123,7.72,BATCH-46181,,INV-189916,
Eastgate Shopping Center,Mega Suppliers Inc.,2025-11-17,Aluminum Foil 30m,Unit,40,4.79,BATCH-44395,,INV-903287,
Eastgate Shopping Center,Quality Foods Ltd.,2025-12-11,Aluminum Foil 30m,Unit,60,4.5,BATCH-81539,,INV-758336,Promotional stock
Eastgate Shopping Center,Express Distribution Co.,2025-12-28,Aluminum Foil 30m,Unit,37,5.02,BATCH-49787,,INV-689327,
Northpoint Outlet,Regional Supply Chain,2025-11-07,Aluminum Foil 30m,Unit,52,4.33,BATCH-52523,,INV-718941,
South Bay Store,Mega Suppliers Inc.,2025-12-10,Aluminum Foil 30m,Unit,63,4.48,BATCH-76486,,INV-411911,Seasonal inventory
Westside Mall Branch,Mega Suppliers Inc.,2025-12-24,Aluminum Foil 30m,Unit,30,4.82,BATCH-96453,,INV-526717,Seasonal inventory
Westside Mall Branch,Quality Foods Ltd.,2026-01-23,Aluminum Foil 30m,Unit,30,5.13,BATCH-71649,,INV-493066,Seasonal inventory
Westside Mall Branch,Mega Suppliers Inc.,2025-11-25,Aluminum Foil 30m,Unit,40,4.94,BATCH-17745,,INV-291330,
Downtown Main Store,Premium Grocers Supply,2026-01-06,Aluminum Foil 30m,Unit,63,4.63,BATCH-89887,,INV-638004,
Downtown Main Store,Premium Grocers Supply,2026-01-19,Aluminum Foil 30m,Unit,51,4.37,BATCH-21953,,INV-632752,
Westside Mall Branch,Quality Foods Ltd.,2026-01-11,Plastic Wrap 100m,Unit,42,3.93,BATCH-39392,,INV-559961,
Westside Mall Branch,Global Food Distributors,2025-12-10,Plastic Wrap 100m,Unit,70,3.24,BATCH-41959,,INV-659995,
Eastgate Shopping Center,Bulk Foods Warehouse,2026-01-10,Plastic Wrap 100m,Unit,38,3.46,BATCH-97544,,INV-514350,
Eastgate Shopping Center,Bulk Foods Warehouse,2025-11-17,Plastic Wrap 100m,Unit,22,3.07,BATCH-28803,,INV-865280,Quality checked and approved
Northpoint Outlet,Mega Suppliers Inc.,2026-02-01,Plastic Wrap 100m,Unit,20,3.38,BATCH-56155,,INV-324044,
Northpoint Outlet,Premium Grocers Supply,2026-01-16,Plastic Wrap 100m,Unit,21,3.6,BATCH-14529,,INV-360761,
Northpoint Outlet,Quality Foods Ltd.,2025-12-13,Plastic Wrap 100m,Unit,31,3.74,BATCH-55037,,INV-436503,Quality checked and approved
South Bay Store,Regional Supply Chain,2026-01-12,Shampoo 500ml,Unit,88,5.25,BATCH-39300,,INV-125810,
Westside Mall Branch,Eco-Friendly Suppliers,2026-01-18,Shampoo 500ml,Unit,67,4.87,BATCH-56831,,INV-941397,Rush delivery
Westside Mall Branch,Prime Importers,2026-01-23,Shampoo 500ml,Unit,32,5.31,BATCH-80744,,INV-538338,Rush delivery
Downtown Main Store,Bulk Foods Warehouse,2025-11-08,Shampoo 500ml,Unit,43,5.03,BATCH-78282,,INV-206202,
