Branch Name,Supplier Name,Received At,Inventory Item Name,UOM,Quantity,Cost Per Unit,Batch Number,Expiry Date,Invoice Number,Notes
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Johnnie Walker Blue Label,Bottle (75cl),4,138000,JOH-2024-003,,PSN-2024-0113,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Jack Daniel's Tennessee,Bottle (70cl),18,20000,JAC-2024-003,,PSN-2024-0115,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Jack Daniel's Tennessee,Bottle (70cl),12,20000,JAC-2024-003,,PSN-2024-0116,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-01,Jack Daniel's Tennessee,Bottle (70cl),10,20000,JAC-2024-003,,PSN-2024-0117,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Chivas Regal 12 Years,Bottle (75cl),15,22500,CHI-2024-003,,PSN-2024-0118,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Chivas Regal 12 Years,Bottle (75cl),12,22500,CHI-2024-003,,PSN-2024-0119,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-01,Chivas Regal 12 Years,Bottle (75cl),10,22500,CHI-2024-003,,PSN-2024-0120,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Ciroc Vodka,Bottle (75cl),20,28000,CIR-2024-003,,PSN-2024-0121,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Ciroc Vodka,Bottle (75cl),15,28000,CIR-2024-003,,PSN-2024-0122,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-01,Ciroc Vodka,Bottle (75cl),12,28000,CIR-2024-003,,PSN-2024-0123,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Grey Goose Vodka,Bottle (70cl),15,31000,GRE-2024-003,,PSN-2024-0124,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Grey Goose Vodka,Bottle (70cl),10,31000,GRE-2024-003,,PSN-2024-0125,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Absolut Vodka,Bottle (70cl),24,13000,ABS-2024-003,,PSN-2024-0127,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Absolut Vodka,Bottle (70cl),18,13000,ABS-2024-003,,PSN-2024-0128,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-01,Absolut Vodka,Bottle (70cl),15,13000,ABS-2024-003,,PSN-2024-0129,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Bombay Sapphire Gin,Bottle (70cl),15,18000,BOM-2024-003,,PSN-2024-0130,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Bombay Sapphire Gin,Bottle (70cl),12,18000,BOM-2024-003,,PSN-2024-0131,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-01,Bombay Sapphire Gin,Bottle (70cl),10,18000,BOM-2024-003,,PSN-2024-0132,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Tanqueray Gin,Bottle (75cl),15,15500,TAN-2024-003,,PSN-2024-0133,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Tanqueray Gin,Bottle (75cl),12,15500,TAN-2024-003,,PSN-2024-0134,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Bacardi White Rum,Bottle (75cl),18,10500,BAC-2024-003,,PSN-2024-0136,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Bacardi White Rum,Bottle (75cl),12,10500,BAC-2024-003,,PSN-2024-0137,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-01,Bacardi White Rum,Bottle (75cl),10,10500,BAC-2024-003,,PSN-2024-0138,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Captain Morgan Spiced Rum,Bottle (70cl),12,12500,CAP-2024-003,,PSN-2024-0139,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Captain Morgan Spiced Rum,Bottle (70cl),10,12500,CAP-2024-003,,PSN-2024-0140,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Patrón Silver Tequila,Bottle (70cl),10,41000,PAT-2024-003,,PSN-2024-0142,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Patrón Silver Tequila,Bottle (70cl),8,41000,PAT-2024-003,,PSN-2024-0143,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-01,Patrón Silver Tequila,Bottle (70cl),6,41000,PAT-2024-003,,PSN-2024-0144,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Jose Cuervo Gold Tequila,Bottle (70cl),15,15500,JOS-2024-003,,PSN-2024-0145,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Jose Cuervo Gold Tequila,Bottle (70cl),12,15500,JOS-2024-003,,PSN-2024-0146,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-01,Moët & Chandon Brut,Bottle (75cl),12,57000,MOË-2024-003,,PSN-2024-0148,March restock
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-01,Moët & Chandon Brut,Bottle (75cl),10,57000,MOË-2024-003,,PSN-2024-0149,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-01,Moët & Chandon Brut,Bottle (75cl),8,57000,MOË-2024-003,,PSN-2024-0150,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Heineken Lager,Bottle (33cl),144,880,HEIN-2024-003,2025-02-28,LBD-2024-0100,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Heineken Lager,Bottle (33cl),120,880,HEIN-2024-003,2025-02-28,LBD-2024-0101,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Heineken Lager,Bottle (33cl),96,880,HEIN-2024-003,2025-02-28,LBD-2024-0102,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Guinness Foreign Extra Stout,Bottle (60cl),120,700,GUIN-2024-003,2025-03-31,LBD-2024-0103,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Guinness Foreign Extra Stout,Bottle (60cl),96,700,GUIN-2024-003,2025-03-31,LBD-2024-0104,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Guinness Foreign Extra Stout,Bottle (60cl),72,700,GUIN-2024-003,2025-03-31,LBD-2024-0105,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Star Lager,Bottle (60cl),120,480,STAR-2024-003,2025-02-28,LBD-2024-0106,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Star Lager,Bottle (60cl),96,480,STAR-2024-003,2025-02-28,LBD-2024-0107,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Star Lager,Bottle (60cl),72,480,STAR-2024-003,2025-02-28,LBD-2024-0108,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Trophy Lager,Bottle (60cl),96,420,TROP-2024-003,2025-02-28,LBD-2024-0109,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Trophy Lager,Bottle (60cl),72,420,TROP-2024-003,2025-02-28,LBD-2024-0110,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Trophy Lager,Bottle (60cl),48,420,TROP-2024-003,2025-02-28,LBD-2024-0111,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Smirnoff Ice,Bottle (30cl),72,1250,SMIR-2024-003,2025-09-30,LBD-2024-0112,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Smirnoff Ice,Bottle (30cl),48,1250,SMIR-2024-003,2025-09-30,LBD-2024-0113,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Smirnoff Ice,Bottle (30cl),36,1250,SMIR-2024-003,2025-09-30,LBD-2024-0114,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Coca-Cola,Bottle (50cl),144,270,COCA-2024-003,2025-02-28,LBD-2024-0115,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Coca-Cola,Bottle (50cl),120,270,COCA-2024-003,2025-02-28,LBD-2024-0116,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Coca-Cola,Bottle (50cl),96,270,COCA-2024-003,2025-02-28,LBD-2024-0117,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Sprite,Bottle (50cl),120,270,SPRI-2024-003,2025-02-28,LBD-2024-0118,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Sprite,Bottle (50cl),96,270,SPRI-2024-003,2025-02-28,LBD-2024-0119,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Sprite,Bottle (50cl),72,270,SPRI-2024-003,2025-02-28,LBD-2024-0120,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Fanta Orange,Bottle (50cl),96,270,FANT-2024-003,2025-02-28,LBD-2024-0121,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Fanta Orange,Bottle (50cl),72,270,FANT-2024-003,2025-02-28,LBD-2024-0122,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Fanta Orange,Bottle (50cl),48,270,FANT-2024-003,2025-02-28,LBD-2024-0123,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Schweppes Tonic Water,Bottle (33cl),96,370,SCHW-2024-003,2025-09-30,LBD-2024-0124,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Schweppes Tonic Water,Bottle (33cl),72,370,SCHW-2024-003,2025-09-30,LBD-2024-0125,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Schweppes Tonic Water,Bottle (33cl),48,370,SCHW-2024-003,2025-09-30,LBD-2024-0126,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Schweppes Soda Water,Bottle (33cl),96,370,SCHW-2024-003,2025-09-30,LBD-2024-0127,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Schweppes Soda Water,Bottle (33cl),72,370,SCHW-2024-003,2025-09-30,LBD-2024-0128,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Schweppes Soda Water,Bottle (33cl),48,370,SCHW-2024-003,2025-09-30,LBD-2024-0129,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Red Bull Energy Drink,Can (25cl),96,1480,RED -2024-003,2026-02-28,LBD-2024-0130,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Red Bull Energy Drink,Can (25cl),72,1480,RED -2024-003,2026-02-28,LBD-2024-0131,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Red Bull Energy Drink,Can (25cl),48,1480,RED -2024-003,2026-02-28,LBD-2024-0132,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Monster Energy,Can (50cl),48,1850,MONS-2024-003,2026-02-28,LBD-2024-0133,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Monster Energy,Can (50cl),36,1850,MONS-2024-003,2026-02-28,LBD-2024-0134,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Monster Energy,Can (50cl),24,1850,MONS-2024-003,2026-02-28,LBD-2024-0135,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Cranberry Juice,Bottle (1L),24,2500,CRAN-2024-003,2024-12-31,LBD-2024-0136,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Cranberry Juice,Bottle (1L),18,2500,CRAN-2024-003,2024-12-31,LBD-2024-0137,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Cranberry Juice,Bottle (1L),12,2500,CRAN-2024-003,2024-12-31,LBD-2024-0138,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Orange Juice,Bottle (1L),24,2100,ORAN-2024-003,2024-09-30,LBD-2024-0139,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Orange Juice,Bottle (1L),18,2100,ORAN-2024-003,2024-09-30,LBD-2024-0140,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Orange Juice,Bottle (1L),12,2100,ORAN-2024-003,2024-09-30,LBD-2024-0141,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Pineapple Juice,Bottle (1L),24,2100,PINE-2024-003,2024-09-30,LBD-2024-0142,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Pineapple Juice,Bottle (1L),18,2100,PINE-2024-003,2024-09-30,LBD-2024-0143,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Pineapple Juice,Bottle (1L),12,2100,PINE-2024-003,2024-09-30,LBD-2024-0144,
Victoria Island Main,Lagos Beverages Distributors,2024-03-05,Eva Water,Bottle (75cl),144,160,EVA -2024-003,2026-02-28,LBD-2024-0145,
Lekki Phase 1,Lagos Beverages Distributors,2024-03-05,Eva Water,Bottle (75cl),120,160,EVA -2024-003,2026-02-28,LBD-2024-0146,
Ikoyi Branch,Lagos Beverages Distributors,2024-03-05,Eva Water,Bottle (75cl),96,160,EVA -2024-003,2026-02-28,LBD-2024-0147,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Premium Shisha Tobacco - Double Apple,Pack (250g),20,5700,PREM-2024-003,2026-02-28,ALS-2024-0050,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Premium Shisha Tobacco - Double Apple,Pack (250g),15,5700,PREM-2024-003,2026-02-28,ALS-2024-0051,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Premium Shisha Tobacco - Double Apple,Pack (250g),12,5700,PREM-2024-003,2026-02-28,ALS-2024-0052,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Premium Shisha Tobacco - Grape Mint,Pack (250g),18,5700,PREM-2024-003,2026-02-28,ALS-2024-0053,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Premium Shisha Tobacco - Grape Mint,Pack (250g),15,5700,PREM-2024-003,2026-02-28,ALS-2024-0054,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Premium Shisha Tobacco - Grape Mint,Pack (250g),12,5700,PREM-2024-003,2026-02-28,ALS-2024-0055,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Shisha Charcoal,Box (96 pcs),35,2350,SHIS-2024-003,,ALS-2024-0056,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Shisha Charcoal,Box (96 pcs),28,2350,SHIS-2024-003,,ALS-2024-0057,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Shisha Charcoal,Box (96 pcs),20,2350,SHIS-2024-003,,ALS-2024-0058,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Kilishi (Beef Jerky),Pack (100g),40,1850,KILI-2024-003,2024-09-30,ALS-2024-0059,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Kilishi (Beef Jerky),Pack (100g),30,1850,KILI-2024-003,2024-09-30,ALS-2024-0060,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Kilishi (Beef Jerky),Pack (100g),25,1850,KILI-2024-003,2024-09-30,ALS-2024-0061,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Pringles Original,Can (165g),48,2450,PRIN-2024-003,2025-03-31,ALS-2024-0062,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Pringles Original,Can (165g),36,2450,PRIN-2024-003,2025-03-31,ALS-2024-0063,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Pringles Original,Can (165g),24,2450,PRIN-2024-003,2025-03-31,ALS-2024-0064,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Mixed Nuts Premium,Pack (200g),30,2900,MIXE-2024-003,2024-12-31,ALS-2024-0065,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Mixed Nuts Premium,Pack (200g),24,2900,MIXE-2024-003,2024-12-31,ALS-2024-0066,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Mixed Nuts Premium,Pack (200g),18,2900,MIXE-2024-003,2024-12-31,ALS-2024-0067,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Chin Chin,Pack (250g),40,950,CHIN-2024-003,2024-09-30,ALS-2024-0068,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Chin Chin,Pack (250g),30,950,CHIN-2024-003,2024-09-30,ALS-2024-0069,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Chin Chin,Pack (250g),25,950,CHIN-2024-003,2024-09-30,ALS-2024-0070,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Fresh Lime,Piece,100,60,FRES-2024-003,2024-03-24,ALS-2024-0071,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Fresh Lime,Piece,80,60,FRES-2024-003,2024-03-24,ALS-2024-0072,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Fresh Lime,Piece,60,60,FRES-2024-003,2024-03-24,ALS-2024-0073,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Fresh Lemon,Piece,80,85,FRES-2024-003,2024-03-24,ALS-2024-0074,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Fresh Lemon,Piece,60,85,FRES-2024-003,2024-03-24,ALS-2024-0075,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Fresh Lemon,Piece,40,85,FRES-2024-003,2024-03-24,ALS-2024-0076,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Grenadine Syrup,Bottle (75cl),10,3600,GREN-2024-003,2026-02-28,ALS-2024-0077,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Grenadine Syrup,Bottle (75cl),8,3600,GREN-2024-003,2026-02-28,ALS-2024-0078,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Grenadine Syrup,Bottle (75cl),6,3600,GREN-2024-003,2026-02-28,ALS-2024-0079,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Simple Syrup,Bottle (75cl),12,2300,SIMP-2024-003,2025-09-30,ALS-2024-0080,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Simple Syrup,Bottle (75cl),10,2300,SIMP-2024-003,2025-09-30,ALS-2024-0081,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Simple Syrup,Bottle (75cl),8,2300,SIMP-2024-003,2025-09-30,ALS-2024-0082,
Victoria Island Main,AfroLounge Supplies Co,2024-03-10,Ice Cubes,Bag (5kg),60,900,,,ALS-2024-0083,
Lekki Phase 1,AfroLounge Supplies Co,2024-03-10,Ice Cubes,Bag (5kg),50,900,,,ALS-2024-0084,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-10,Ice Cubes,Bag (5kg),40,900,,,ALS-2024-0085,
Victoria Island Main,AfroLounge Supplies Co,2024-03-18,Coca-Cola,Bottle (50cl),72,285,COKE-ALS-001,2025-03-31,ALS-2024-0600,Emergency - higher price
Lekki Phase 1,AfroLounge Supplies Co,2024-03-18,Coca-Cola,Bottle (50cl),48,285,COKE-ALS-001,2025-03-31,ALS-2024-0601,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-20,Red Bull Energy Drink,Can (25cl),96,1520,RB-PSN-001,2026-03-31,PSN-2024-0200,Premium channel
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-20,Red Bull Energy Drink,Can (25cl),72,1520,RB-PSN-001,2026-03-31,PSN-2024-0201,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-20,Red Bull Energy Drink,Can (25cl),48,1520,RB-PSN-001,2026-03-31,PSN-2024-0202,
Victoria Island Main,AfroLounge Supplies Co,2024-03-22,Premium Shisha Tobacco - Double Apple,Pack (250g),25,5800,SHDA-2024-004,2026-03-31,ALS-2024-0700,Weekend event
Lekki Phase 1,AfroLounge Supplies Co,2024-03-22,Premium Shisha Tobacco - Double Apple,Pack (250g),20,5800,SHDA-2024-004,2026-03-31,ALS-2024-0701,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-22,Premium Shisha Tobacco - Double Apple,Pack (250g),15,5800,SHDA-2024-004,2026-03-31,ALS-2024-0702,
Victoria Island Main,AfroLounge Supplies Co,2024-03-22,Ice Cubes,Bag (5kg),100,950,,,ALS-2024-0700,Weekend event
Lekki Phase 1,AfroLounge Supplies Co,2024-03-22,Ice Cubes,Bag (5kg),80,950,,,ALS-2024-0701,
Ikoyi Branch,AfroLounge Supplies Co,2024-03-22,Ice Cubes,Bag (5kg),60,950,,,ALS-2024-0702,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-25,Hennessy VS,Bottle (70cl),30,34000,HVS-2024-004,,PSN-2024-0250,Weekend rush
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-25,Hennessy VS,Bottle (70cl),24,34000,HVS-2024-004,,PSN-2024-0251,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-25,Hennessy VS,Bottle (70cl),18,34000,HVS-2024-004,,PSN-2024-0252,
Victoria Island Main,Premium Spirits Nigeria Ltd,2024-03-25,Ciroc Vodka,Bottle (75cl),24,28500,CIR-2024-004,,PSN-2024-0250,
Lekki Phase 1,Premium Spirits Nigeria Ltd,2024-03-25,Ciroc Vodka,Bottle (75cl),18,28500,CIR-2024-004,,PSN-2024-0251,
Ikoyi Branch,Premium Spirits Nigeria Ltd,2024-03-25,Ciroc Vodka,Bottle (75cl),12,28500,CIR-2024-004,,PSN-2024-0252,
